date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:27:05	383/383	---M-Z	200	added ('OK')	text/plain	date:Sun,%2017%20Nov%202024%2022:36:26%20GMT	https://www.premiertrust.com/robots.txt		(from )
00:27:05	231956/231956	---M-Z	200	added ('OK')	text/html	etag:W/%2243bd4c75babca56babb7d53b371e7858%22	https://www.premiertrust.com/	C:/webby/hhhh/www.premiertrust.com/index.html	(from )
00:27:06	0/0	---M--	301	error ('Moved%20Permanently')	image/png	date:Sun,%2017%20Nov%202024%2023:27:05%20GMT	http://static1.squarespace.com/static/65f86d71014f570b1c27f145/t/6658bec198b41016096d49f2/1717092033231/PremierTrust-Logo_Final_Updated.png?format=1500w	C:/webby/hhhh/static1.squarespace.com/static/65f86d71014f570b1c27f145/t/6658bec198b41016096d49f2/1717092033231/PremierTrust-Logo_Final_Updated.026f7.delayed	(from https://www.premiertrust.com/)
00:27:08	42387/42387	---M-Z	200	added ('OK')	text/javascript	etag:%22848ddcc7a5193f9dbeb177386b6c0dda%22	http://assets.squarespace.com/@sqs/polyfiller/1.6/legacy.js	C:/webby/hhhh/assets.squarespace.com/@sqs/polyfiller/1.6/legacy.js	(from https://www.premiertrust.com/)
00:27:08	18663/18663	---M-Z	200	added ('OK')	text/javascript	date:Sun,%2017%20Nov%202024%2023:27:07%20GMT	http://use.typekit.net/ik/Z24gmlO9RTCX_TTYzK7jkliN11k4AU27u5OBByBziPIfe73gfFHN4UJLFRbh52jhWDjuZR6hZ2SUw2IXZR9aweJUjDJaZRIXFsGMJ6U3ScNt-AuyOAozicIKIcU8OAuzdcs8OAUTi148OWFXZfG4fHvgIMMjgfMfH6qJK3IbMg6YJMJ7fbK3MsMMeMt6MKG4fJ3gIMMjIPMfH6GJndXgIMIjMkMfH6GJ3_tgIMIjgkMfH6GJ0_tgIMIj2PMfH6GJ3ntgIMIjIPMfqMYr10Hkg6.js	C:/webby/hhhh/use.typekit.net/ik/Z24gmlO9RTCX_TTYzK7jkliN11k4AU27u5OBByBziPIfe73gfFHN4UJLFRbh52jhWDjuZR6hZ2SUw2IXZR9aweJUjDJaZRIXFsGMJ6U3ScNt-AuyOAozicIKIcU8OAuzdcs8OAUTi148OWFXZfG4fHvgIMMjgfMfH6qJK3IbMg6YJMJ7fbK3MsMMeMt6MKG4fJ3gIMMjIPM	(from https://www.premiertrust.com/)
00:27:12	47109/47109	---M-Z	200	added ('OK')	text/javascript	etag:%2205c918ef5e9befd7d442319ef9d6a77a%22	http://assets.squarespace.com/universal/scripts-compressed/extract-css-runtime-44b3ff8240f9d78c3569-min.en-US.js	C:/webby/hhhh/assets.squarespace.com/universal/scripts-compressed/extract-css-runtime-44b3ff8240f9d78c3569-min.en-US.js	(from https://www.premiertrust.com/)
00:27:14	117609/117609	---M-Z	200	added ('OK')	text/javascript	etag:%22fe0d53a94823df972dbf107bf190771a%22	http://assets.squarespace.com/@sqs/polyfiller/1.6/modern.js	C:/webby/hhhh/assets.squarespace.com/@sqs/polyfiller/1.6/modern.js	(from https://www.premiertrust.com/)
00:27:15	89248/89248	---M-Z	200	added ('OK')	text/javascript	etag:%2232aec26612873e1beb56c86851c4e816%22	http://assets.squarespace.com/universal/scripts-compressed/cldr-resource-pack-32136deb9638cc6130b2-min.en-US.js	C:/webby/hhhh/assets.squarespace.com/universal/scripts-compressed/cldr-resource-pack-32136deb9638cc6130b2-min.en-US.js	(from https://www.premiertrust.com/)
00:27:27	245728/245728	---M-Z	200	added ('OK')	text/javascript	etag:%22e99f3bf72eaae471251ad87586359fe8%22	http://assets.squarespace.com/universal/scripts-compressed/common-vendors-stable-61293f01d648eef165fc-min.en-US.js	C:/webby/hhhh/assets.squarespace.com/universal/scripts-compressed/common-vendors-stable-61293f01d648eef165fc-min.en-US.js	(from https://www.premiertrust.com/)
00:27:29	1196442/1196442	---M-Z	200	added ('OK')	text/javascript	etag:%2250d4789a0cb66d279781e1b02e14d541%22	http://assets.squarespace.com/universal/scripts-compressed/extract-css-moment-js-vendor-6c569122bfa66a51a056-min.en-US.js	C:/webby/hhhh/assets.squarespace.com/universal/scripts-compressed/extract-css-moment-js-vendor-6c569122bfa66a51a056-min.en-US.js	(from https://www.premiertrust.com/)
